"Attempt.ID","Location.ID","Latitude","Longitude","Subnational.Code","Substrate.Relationship","Substrate","Substrate.Other.Description","Height.m","Cavity.Entrance.Diameter.cm","Entrance.Orientation","Elevation.m","Habitat.1m","Habitat.100m","Location.Entry.Technique","Observer.ID","Species.Code","Species.Name","Year","Predator.Guard","Predator.Guard.Other","First.Lay.Date","First.Lay.Date.Estimated","Visited.During.Egg.Laying","Hatch.Date","Hatch.Date.Estimated","Fledge.Date","Fledge.Date.Estimated","Young.Fledged","Clutch.Size","Young.Total","Unhatched.Eggs","Outcome","Attempt.Entry.Technique"
"A1126847","L1156735",38.383125,-87.217239,"US-IN","on","ltrbra","",2.1336,NA,"",135,"human","for","latlong","obsr149335","amerob","American Robin",2011,"","","2011-05-06",NA,NA,"2011-05-20",NA,"2011-06-03",NA,3,4,3,1,"s1",""
"A1127596","L1162628",41.22274,-84.779891,"US-OH","on","ltrbra","",1.8288,NA,"",NA,"human","human","geocode","obsr256916","amerob","American Robin",2011,"","","2011-05-04",NA,NA,"2011-05-16",NA,"2011-05-28",NA,4,4,4,0,"s1",""
"A1127169","L1160740",41.330089,-75.911025,"US-PA","on","other","porch light fixture",NA,NA,"",NA,"human","human","geocode","obsr168429","amerob","American Robin",2011,"","","2011-05-01",NA,NA,"2011-05-15",NA,"2011-05-30",NA,2,3,2,1,"s1",""
"A1126678","L1154539",41.5085452,-112.0696449,"US-UT","on","buildi","",NA,NA,"",NA,"human","fw","map","obsr204638","amerob","American Robin",2011,"","","2011-04-30",NA,NA,"2011-05-08",NA,"2011-05-27",NA,3,3,3,0,"s1",""
"A1129926","L1190754",42.1386557,-71.4462356,"US-MA","in","ltrbra","",1.524,NA,"",20.7,"ag","human","latlong","obsr212862","amerob","American Robin",2011,"","","2011-05-22",NA,NA,"2011-06-05",NA,"2011-06-20",NA,4,4,4,0,"s1",""
"A1129913","L1190706",41.0055689,-76.1751223,"US-PA","on","other","Wisteria Vine under eve of house",NA,NA,"",NA,"human","for","map","obsr271724","amerob","American Robin",2011,"","","",NA,NA,"",NA,"2011-05-27",NA,4,4,4,0,"s1",""
"A1131504","L1222988",41.6375452,-73.2151131,"US-CT","under","buildi","",1.524,NA,"",304.8,"human","for","geocode","obsr184628","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,4,NA,4,NA,"s1",""
"A1128273","L1173787",53.7083927,-116.2114906,"CA-AB","in","ltrbra","",1.5,NA,"",487.7,"for","for","map","obsr217984","amerob","American Robin",2011,"","","2011-05-16",NA,NA,"2011-05-30",NA,"2011-06-12",NA,3,3,3,0,"s1",""
"A1130461","L1206030",49.85929,-97.3011875,"CA-MB","on","poptow","",2.4384,NA,"",NA,"human","human","map","obsr224453","amerob","American Robin",2011,"","","2011-03-25",NA,NA,"2011-06-08",NA,"2011-06-18",NA,3,3,3,0,"s1",""
"A1131684","L1227407",39.8913488,-84.745574,"US-OH","in","busshr","",0.9144,NA,"",518.2,"human","ag","map","obsr246848","amerob","American Robin",2011,"","","2011-05-22",NA,NA,"2011-06-06",NA,"2011-06-20",NA,1,3,2,1,"s1",""
"A1132430","L1227229",41.112,-78.6376047,"US-PA","on","buildi","",2.4384,NA,"",542.5,"human","for","map","obsr271026","amerob","American Robin",2011,"","","2011-06-19",NA,NA,"2011-07-02",NA,"2011-07-13",NA,2,3,2,1,"s1",""
"A1130446","L1204371",41.321049,-74.143798,"US-NY","in","ltrbra","",6.096,NA,"",NA,"fw","human","geocode","obsr215575","amerob","American Robin",2011,"","","2011-05-01",NA,NA,"2011-05-12",NA,"2011-06-11",NA,4,4,4,0,"s1",""
"A1129816","L1188772",38.27304,-85.580229,"US-KY","on","buildi","",3.301,NA,"",140.8,"human","human","geocode","obsr271388","amerob","American Robin",2011,"","","",NA,NA,"",NA,"2011-06-16",NA,2,3,3,0,"s1",""
"A1129817","L1188770",47.5043621,-116.8754461,"US-ID","in","ltrbra","",1.2192,17.78,"w",655.3,"human","for","map","obsr271389","amerob","American Robin",2011,"","","2011-05-01",NA,NA,"2011-05-18",NA,"2011-05-31",NA,4,4,4,0,"s1",""
"A1132531","L1242280",42.286826,-76.4209199,"US-NY","in","buildi","",4.572,NA,"",378.6,"human","for","map","obsr269192","amerob","American Robin",2011,"","","",NA,NA,"",NA,"2011-05-29",NA,4,4,4,0,"s1",""
"A1128698","L1178233",42.0000812,-71.6317359,"US-RI","on","buildi","",NA,NA,"",NA,"human","human","geocode","obsr269274","amerob","American Robin",2011,"","","2011-03-01",NA,NA,"2011-03-22",NA,"2011-06-05",NA,3,3,3,0,"s1",""
"A1132535","L1242291",42.2869887,-76.4210808,"US-NY","on","busshr","",2.4384,NA,"",380.7,"human","for","map","obsr269192","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,3,3,3,0,"s1",""
"A1128803","L1179827",42.8995173,-75.9798682,"US-NY","in","busshr","",2.1336,NA,"",487.7,"human","ag","map","obsr266812","amerob","American Robin",2011,"","","",NA,NA,"2011-06-02",NA,"2011-06-17",NA,2,3,2,1,"s1",""
"A1129486","L1185726",42.4733329,-83.3745129,"US-MI","in","ltrbra","",4.572,NA,"",160,"human","human","geocode","obsr163666","amerob","American Robin",2011,"","","2011-05-29",NA,NA,"2011-06-05",NA,"2011-06-14",NA,3,3,3,0,"s1",""
"A1129491","L915220",42.886517,-85.34558,"US-MI","on","poptow","",1.8288,NA,"",193.9,"human","ag","geocode","obsr213958","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,3,4,4,0,"s1",""
"A1129782","L1181994",39.8922214,-84.7449303,"US-OH","on","other","trailer",1.524,NA,"",518.2,"human","ag","map","obsr246848","amerob","American Robin",2011,"","","2011-05-06",NA,NA,"2011-05-19",NA,"2011-06-01",NA,2,3,2,1,"s1",""
"A1129294","L1167671",39.8953164,-84.742012,"US-OH","on","ltrbra","",1.524,NA,"",518.2,"human","ag","map","obsr246848","amerob","American Robin",2011,"","","2011-04-25",NA,NA,"2011-05-07",NA,"2011-05-21",NA,4,4,4,0,"s1",""
"A1131319","L680464",42.4734303,-83.3747426,"US-MI","on","buildi","",2.4384,NA,"nw",239.3,"human","human","geocode","obsr163666","amerob","American Robin",2011,"","","2011-06-26",NA,NA,"2011-07-05",NA,"2011-07-18",NA,3,4,3,NA,"s1",""
"A1130000","L1192212",41.504604,-88.2332179,"US-IL","in","ltrbra","",2,NA,"",NA,"human","human","geocode","obsr271955","amerob","American Robin",2011,"","","2011-06-09",NA,NA,"2011-06-19",NA,"2011-07-01",NA,4,4,4,0,"s1",""
"A1132364","L1227216",41.1097689,-78.6347508,"US-PA","on","buildi","",2.1336,NA,"",537.4,"human","for","map","obsr271026","amerob","American Robin",2011,"","","2011-05-25",NA,NA,"2011-06-07",NA,"2011-06-19",NA,3,3,3,0,"s1",""
"A1129589","L1186946",46.6645174,-90.8789063,"US-WI","in","buildi","",2.7432,NA,"",NA,"oth","human","map","obsr271095","amerob","American Robin",2011,"","","2011-06-03",NA,NA,"2011-06-16",NA,"2011-06-30",NA,4,5,4,1,"s1",""
"A1129511","L1185871",40.380116,-80.063485,"US-PA","in","busshr","",2.4384,NA,"",914.4,"human","human","geocode","obsr252781","amerob","American Robin",2011,"","","2011-05-03",NA,NA,"2011-05-18",NA,"2011-06-03",NA,3,4,3,1,"s1",""
"A1129839","L1189313",36.105583,-83.484837,"US-TN","on","ltrbra","",1.8288,NA,"",609.6,"human","oth","geocode","obsr265417","amerob","American Robin",2011,"","","2011-06-04",NA,NA,"2011-06-12",NA,"2011-06-25",NA,2,3,3,0,"s1",""
"A1129387","L1184003",39.962974,-86.0855179,"US-IN","under","poptow","",2.4384,NA,"",278,"human","fw","geocode","obsr270671","amerob","American Robin",2011,"","","2011-05-13",NA,NA,"2011-05-19",NA,"2011-06-01",NA,4,4,4,0,"s1",""
"A1131672","L1227265",44.658131,-73.505439,"US-NY","in","busshr","",1.8288,NA,"",NA,"human","for","geocode","obsr248754","amerob","American Robin",2011,"","","2011-06-29",NA,NA,"2011-07-11",NA,"2011-07-24",NA,3,3,3,0,"s1",""
"A1136872","L69014",44.8935551,-91.6196933,"US-WI","in","nesbox","",2.4384,NA,"e",283.5,"for","grass","BIRDHOUSE_HIST:SELF","obsr2741","amerob","American Robin",2011,"","","2011-05-24",NA,NA,"2011-06-06",NA,"2011-07-01",NA,4,4,4,0,"s1",""
"A1127534","L1165698",42.0169069,-88.1422806,"US-IL","in","other","Front Porch Light",2.1336,15.24,"",NA,"human","grass","map","obsr267118","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127532","L1165698",42.0169069,-88.1422806,"US-IL","in","other","Front Porch Light",2.1336,15.24,"",NA,"human","grass","map","obsr267118","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127535","L1165698",42.0169069,-88.1422806,"US-IL","in","other","Front Porch Light",2.1336,15.24,"",NA,"human","grass","map","obsr267118","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127556","L1166098",44.9647979,-92.8125,"US-MN","under","buildi","",1.524,NA,"",285,"human","human","map","obsr158090","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127557","L1166094",45.0383843,-92.8850698,"US-MN","on","buildi","",1.2192,NA,"",285,"human","human","geocode","obsr158090","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126103","L1146231",44.2938517,-96.7803404,"US-SD","on","buildi","",1.8288,NA,"n",494,"human","human","geocode","obsr262759","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126346","L1149421",40.5097651,-74.2180095,"US-NY","in","other","on top of air conditioner",4.572,NA,"n",0.9,"human","human","geocode","obsr263466","amerob","American Robin",2011,"","","2011-04-27",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126372","L1149641",39.1147,-84.6111,"US-OH","on","buildi","",4.572,NA,"s",271,"human","human","latlong","obsr263497","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127849","L1169559",41.8866073,-83.4841567,"US-MI","in","ltrbra","",2.4384,NA,"",NA,"human","for","geocode","obsr262607","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126745","L1139338",42.4763157,-76.4457276,"US-NY","on","buildi","",NA,NA,"",NA,"human","for","map","obsr1476","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1125647","L1138764",34.99017,-85.245296,"US-TN","in","ltrbra","",3.048,NA,"",243.8,"human","human","geocode","obsr258727","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126756","L712225",42.8855948,-77.4119103,"US-NY","on","buildi","",0.9144,NA,"",NA,"human","human","map","obsr184358","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126939","L1157204",43.52105,-80.22024,"CA-ON","in","ltrbra","",3,NA,"",320,"human","human","latlong","obsr265561","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126468","L1151115",35.06901,-80.655676,"US-NC","in","other","newspaper/mail box",1.2192,NA,"",NA,"human","for","geocode","obsr263863","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1126655","L1154365",40.4408722,-79.9483252,"US-PA","in","ltrbra","",7.62,NA,"",NA,"human","human","map","obsr264529","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127281","L1161857",38.8889597,-76.9804126,"US-DC","on","buildi","",7.62,NA,"",NA,"human","human","map","obsr222338","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127296","L1162059",45.088689,-93.442341,"US-MN","on","other","Deck Floodlight",3.048,15.24,"n",NA,"human","human","geocode","obsr223049","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127478","L1159296",44.8444459,-91.4779616,"US-WI","in","poptow","",1.8288,NA,"",242.6,"human","human","geocode","obsr266016","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127482","L1163809",42.4151659,-71.1439915,"US-MA","in","other","in flower box",NA,NA,"n",NA,"human","human","map","obsr266875","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1127502","L1164251",40.988117,-74.318083,"US-NJ","in","other","hanging geranium basket",1.524,NA,"",182.9,"oth","human","geocode","obsr50331","amerob","American Robin",2011,"","","2011-05-07",NA,NA,"2011-05-23",NA,"",NA,NA,4,4,0,"u1",""
"A1127550","L573277",45.0384449,-92.884984,"US-MN","on","buildi","",2.1336,NA,"",285,"human","human","geocode","obsr158090","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1131239","L1218106",42.7174911,-73.1843948,"US-MA","on","ltrbra","",7.62,NA,"",352,"for","for","latlong","obsr273501","amerob","American Robin",2011,"","","2011-06-25",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1129470","L722964",43.020161,-71.186871,"US-NH","in","other","Backyard Play Structure",1.8288,NA,"",NA,"human","human","geocode","obsr187268","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1128160","L1172758",39.463442,-76.801352,"US-MD","in","busshr","",1.8288,NA,"",NA,"human","human","geocode","obsr251868","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,0,NA,NA,"u1",""
"A1132481","L1240899",39.7114125,-82.2052002,"US-OH","in","busshr","",2.4384,NA,"",NA,"human","for","map","obsr275636","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1131607","L1225799",41.79308,-87.95816,"US-IL","in","ltrbra","",NA,12.7,"",NA,"human","human","geocode","obsr274667","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1131608","L1225797",41.79308,-87.95816,"US-IL","in","ltrbra","",1.2192,12.7,"",NA,"human","human","geocode","obsr274667","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1128615","L1177190",39.3001069,-76.759662,"US-MD","in","floveg","",0.9144,NA,"",NA,"oth","human","geocode","obsr269141","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,5,2,NA,"u1",""
"A1130295","L1187967",39.7356402,-105.1438808,"US-CO","on","poptow","",1.524,12.7,"s",1645.9,"human","human","map","obsr271246","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
"A1129030","L1180339",36.9065611,-86.4601144,"US-KY","in","ltrbra","",1.524,NA,"",NA,"human","grass","map","obsr269521","amerob","American Robin",2011,"","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,"u1",""
